id;nome;descrição;preço;estoque
4238;Produto 4238;Descrição detalhada do Produto 4238;303.36;185
4239;Produto 4239;Descrição detalhada do Produto 4239;179.41;466
4240;Produto 4240;Descrição detalhada do Produto 4240;82.25;306
4241;Produto 4241;Descrição detalhada do Produto 4241;1476.57;178
4242;Produto 4242;Descrição detalhada do Produto 4242;223.49;500
4243;Produto 4243;Descrição detalhada do Produto 4243;819.36;399
4244;Produto 4244;Descrição detalhada do Produto 4244;262.59;361
4245;Produto 4245;Descrição detalhada do Produto 4245;1392.7;469
4246;Produto 4246;Descrição detalhada do Produto 4246;692.92;378
4247;Produto 4247;Descrição detalhada do Produto 4247;891.8;178
4248;Produto 4248;Descrição detalhada do Produto 4248;219.2;346
4249;Produto 4249;Descrição detalhada do Produto 4249;274.84;229
4250;Produto 4250;Descrição detalhada do Produto 4250;110.09;208
4251;Produto 4251;Descrição detalhada do Produto 4251;243.38;85
4252;Produto 4252;Descrição detalhada do Produto 4252;288.36;399
4253;Produto 4253;Descrição detalhada do Produto 4253;1391.5;458
4254;Produto 4254;Descrição detalhada do Produto 4254;1262.46;158
4255;Produto 4255;Descrição detalhada do Produto 4255;358.95;46
4256;Produto 4256;Descrição detalhada do Produto 4256;1342.68;64
4257;Produto 4257;Descrição detalhada do Produto 4257;686.17;89
4258;Produto 4258;Descrição detalhada do Produto 4258;865.58;366
4259;Produto 4259;Descrição detalhada do Produto 4259;629.52;310
4260;Produto 4260;Descrição detalhada do Produto 4260;1471.48;188
4261;Produto 4261;Descrição detalhada do Produto 4261;832.9;118
4262;Produto 4262;Descrição detalhada do Produto 4262;416.06;235
4263;Produto 4263;Descrição detalhada do Produto 4263;1482.44;147
4264;Produto 4264;Descrição detalhada do Produto 4264;809.05;120
4265;Produto 4265;Descrição detalhada do Produto 4265;146.36;357
4266;Produto 4266;Descrição detalhada do Produto 4266;1314.83;407
4267;Produto 4267;Descrição detalhada do Produto 4267;688.79;257
4268;Produto 4268;Descrição detalhada do Produto 4268;1212.72;331
4269;Produto 4269;Descrição detalhada do Produto 4269;87.4;287
4270;Produto 4270;Descrição detalhada do Produto 4270;548.97;400
4271;Produto 4271;Descrição detalhada do Produto 4271;1286.29;396
4272;Produto 4272;Descrição detalhada do Produto 4272;297.83;417
4273;Produto 4273;Descrição detalhada do Produto 4273;879.79;358
4274;Produto 4274;Descrição detalhada do Produto 4274;1367.36;173
4275;Produto 4275;Descrição detalhada do Produto 4275;1189.21;480
4276;Produto 4276;Descrição detalhada do Produto 4276;505.31;315
4277;Produto 4277;Descrição detalhada do Produto 4277;875.66;120
4278;Produto 4278;Descrição detalhada do Produto 4278;85.79;101
4279;Produto 4279;Descrição detalhada do Produto 4279;778.34;197
4280;Produto 4280;Descrição detalhada do Produto 4280;1122.07;128
4281;Produto 4281;Descrição detalhada do Produto 4281;719.83;281
4282;Produto 4282;Descrição detalhada do Produto 4282;140.76;483
4283;Produto 4283;Descrição detalhada do Produto 4283;669.79;37
4284;Produto 4284;Descrição detalhada do Produto 4284;1368.03;365
4285;Produto 4285;Descrição detalhada do Produto 4285;816.49;66
4286;Produto 4286;Descrição detalhada do Produto 4286;224.71;411
4287;Produto 4287;Descrição detalhada do Produto 4287;905.81;119
4288;Produto 4288;Descrição detalhada do Produto 4288;670.36;25
4289;Produto 4289;Descrição detalhada do Produto 4289;1259.38;158
4290;Produto 4290;Descrição detalhada do Produto 4290;315.56;421
4291;Produto 4291;Descrição detalhada do Produto 4291;291.3;122
4292;Produto 4292;Descrição detalhada do Produto 4292;1152.18;473
4293;Produto 4293;Descrição detalhada do Produto 4293;1012.34;94
4294;Produto 4294;Descrição detalhada do Produto 4294;644.62;195
4295;Produto 4295;Descrição detalhada do Produto 4295;703.85;395
4296;Produto 4296;Descrição detalhada do Produto 4296;102.53;463
4297;Produto 4297;Descrição detalhada do Produto 4297;1409.17;18
4298;Produto 4298;Descrição detalhada do Produto 4298;1484.95;386
4299;Produto 4299;Descrição detalhada do Produto 4299;1486.36;496
4300;Produto 4300;Descrição detalhada do Produto 4300;1461.71;211
4301;Produto 4301;Descrição detalhada do Produto 4301;1112.29;211
4302;Produto 4302;Descrição detalhada do Produto 4302;969.65;471
4303;Produto 4303;Descrição detalhada do Produto 4303;433.59;255
4304;Produto 4304;Descrição detalhada do Produto 4304;1335.46;333
4305;Produto 4305;Descrição detalhada do Produto 4305;496.33;190
4306;Produto 4306;Descrição detalhada do Produto 4306;962.42;299
4307;Produto 4307;Descrição detalhada do Produto 4307;1104.54;69
4308;Produto 4308;Descrição detalhada do Produto 4308;464.49;303
4309;Produto 4309;Descrição detalhada do Produto 4309;123.25;364
4310;Produto 4310;Descrição detalhada do Produto 4310;1060.41;139
4311;Produto 4311;Descrição detalhada do Produto 4311;457.88;265
4312;Produto 4312;Descrição detalhada do Produto 4312;74.44;315
4313;Produto 4313;Descrição detalhada do Produto 4313;292.7;70
4314;Produto 4314;Descrição detalhada do Produto 4314;516.34;32
4315;Produto 4315;Descrição detalhada do Produto 4315;747.03;471
4316;Produto 4316;Descrição detalhada do Produto 4316;451.25;441
4317;Produto 4317;Descrição detalhada do Produto 4317;1188.84;220
4318;Produto 4318;Descrição detalhada do Produto 4318;248.01;302
4319;Produto 4319;Descrição detalhada do Produto 4319;1334.38;324
4320;Produto 4320;Descrição detalhada do Produto 4320;573.64;57
4321;Produto 4321;Descrição detalhada do Produto 4321;631.84;260
4322;Produto 4322;Descrição detalhada do Produto 4322;684.15;399
4323;Produto 4323;Descrição detalhada do Produto 4323;703.35;346
4324;Produto 4324;Descrição detalhada do Produto 4324;136.35;258
4325;Produto 4325;Descrição detalhada do Produto 4325;346.32;177
4326;Produto 4326;Descrição detalhada do Produto 4326;1458.49;134
4327;Produto 4327;Descrição detalhada do Produto 4327;875.9;45
4328;Produto 4328;Descrição detalhada do Produto 4328;730.13;411
4329;Produto 4329;Descrição detalhada do Produto 4329;661.99;490
4330;Produto 4330;Descrição detalhada do Produto 4330;231.98;423
4331;Produto 4331;Descrição detalhada do Produto 4331;1442.75;186
4332;Produto 4332;Descrição detalhada do Produto 4332;367.85;13
4333;Produto 4333;Descrição detalhada do Produto 4333;786.32;42
4334;Produto 4334;Descrição detalhada do Produto 4334;662.87;149
4335;Produto 4335;Descrição detalhada do Produto 4335;1352.77;283
4336;Produto 4336;Descrição detalhada do Produto 4336;561.57;189
4337;Produto 4337;Descrição detalhada do Produto 4337;1132.77;95
4338;Produto 4338;Descrição detalhada do Produto 4338;189.8;46
4339;Produto 4339;Descrição detalhada do Produto 4339;174.98;413
4340;Produto 4340;Descrição detalhada do Produto 4340;151.41;272
4341;Produto 4341;Descrição detalhada do Produto 4341;1170.22;179
4342;Produto 4342;Descrição detalhada do Produto 4342;148.45;22
4343;Produto 4343;Descrição detalhada do Produto 4343;825.0;388
4344;Produto 4344;Descrição detalhada do Produto 4344;1341.96;369
4345;Produto 4345;Descrição detalhada do Produto 4345;633.39;371
4346;Produto 4346;Descrição detalhada do Produto 4346;1299.84;70
4347;Produto 4347;Descrição detalhada do Produto 4347;268.09;455
4348;Produto 4348;Descrição detalhada do Produto 4348;651.23;243
4349;Produto 4349;Descrição detalhada do Produto 4349;39.07;413
4350;Produto 4350;Descrição detalhada do Produto 4350;217.25;462
4351;Produto 4351;Descrição detalhada do Produto 4351;604.02;246
4352;Produto 4352;Descrição detalhada do Produto 4352;68.78;376
4353;Produto 4353;Descrição detalhada do Produto 4353;755.65;66
4354;Produto 4354;Descrição detalhada do Produto 4354;159.76;214
4355;Produto 4355;Descrição detalhada do Produto 4355;1372.78;33
4356;Produto 4356;Descrição detalhada do Produto 4356;103.37;247
4357;Produto 4357;Descrição detalhada do Produto 4357;1392.18;186
4358;Produto 4358;Descrição detalhada do Produto 4358;169.59;456
4359;Produto 4359;Descrição detalhada do Produto 4359;293.4;289
4360;Produto 4360;Descrição detalhada do Produto 4360;713.16;149
4361;Produto 4361;Descrição detalhada do Produto 4361;1233.67;180
4362;Produto 4362;Descrição detalhada do Produto 4362;1490.56;454
4363;Produto 4363;Descrição detalhada do Produto 4363;83.24;108
4364;Produto 4364;Descrição detalhada do Produto 4364;641.77;324
4365;Produto 4365;Descrição detalhada do Produto 4365;786.84;398
4366;Produto 4366;Descrição detalhada do Produto 4366;948.63;273
4367;Produto 4367;Descrição detalhada do Produto 4367;1056.35;75
4368;Produto 4368;Descrição detalhada do Produto 4368;704.77;294
4369;Produto 4369;Descrição detalhada do Produto 4369;1107.32;135
4370;Produto 4370;Descrição detalhada do Produto 4370;590.14;212
4371;Produto 4371;Descrição detalhada do Produto 4371;11.56;115
4372;Produto 4372;Descrição detalhada do Produto 4372;607.38;471
4373;Produto 4373;Descrição detalhada do Produto 4373;441.29;315
4374;Produto 4374;Descrição detalhada do Produto 4374;314.64;314
4375;Produto 4375;Descrição detalhada do Produto 4375;1033.75;217
4376;Produto 4376;Descrição detalhada do Produto 4376;652.97;293
4377;Produto 4377;Descrição detalhada do Produto 4377;1003.49;42
4378;Produto 4378;Descrição detalhada do Produto 4378;690.43;426
4379;Produto 4379;Descrição detalhada do Produto 4379;349.98;80
4380;Produto 4380;Descrição detalhada do Produto 4380;493.46;173
4381;Produto 4381;Descrição detalhada do Produto 4381;464.5;443
4382;Produto 4382;Descrição detalhada do Produto 4382;931.32;259
4383;Produto 4383;Descrição detalhada do Produto 4383;1383.46;371
4384;Produto 4384;Descrição detalhada do Produto 4384;356.37;287
4385;Produto 4385;Descrição detalhada do Produto 4385;87.19;423
4386;Produto 4386;Descrição detalhada do Produto 4386;1486.52;313
4387;Produto 4387;Descrição detalhada do Produto 4387;594.4;331
4388;Produto 4388;Descrição detalhada do Produto 4388;1041.0;392
4389;Produto 4389;Descrição detalhada do Produto 4389;809.25;241
4390;Produto 4390;Descrição detalhada do Produto 4390;291.93;107
4391;Produto 4391;Descrição detalhada do Produto 4391;767.08;418
4392;Produto 4392;Descrição detalhada do Produto 4392;1051.84;248
4393;Produto 4393;Descrição detalhada do Produto 4393;1281.2;337
4394;Produto 4394;Descrição detalhada do Produto 4394;785.09;3
4395;Produto 4395;Descrição detalhada do Produto 4395;986.55;22
4396;Produto 4396;Descrição detalhada do Produto 4396;157.88;435
4397;Produto 4397;Descrição detalhada do Produto 4397;1407.96;446
4398;Produto 4398;Descrição detalhada do Produto 4398;433.35;58
4399;Produto 4399;Descrição detalhada do Produto 4399;1154.91;8
4400;Produto 4400;Descrição detalhada do Produto 4400;417.25;262
4401;Produto 4401;Descrição detalhada do Produto 4401;220.74;92
4402;Produto 4402;Descrição detalhada do Produto 4402;281.26;426
4403;Produto 4403;Descrição detalhada do Produto 4403;943.16;448
4404;Produto 4404;Descrição detalhada do Produto 4404;1424.18;369
4405;Produto 4405;Descrição detalhada do Produto 4405;565.32;323
4406;Produto 4406;Descrição detalhada do Produto 4406;922.0;315
4407;Produto 4407;Descrição detalhada do Produto 4407;1160.07;404
4408;Produto 4408;Descrição detalhada do Produto 4408;427.58;387
4409;Produto 4409;Descrição detalhada do Produto 4409;1414.41;242
4410;Produto 4410;Descrição detalhada do Produto 4410;155.0;164
4411;Produto 4411;Descrição detalhada do Produto 4411;1248.56;337
4412;Produto 4412;Descrição detalhada do Produto 4412;1350.47;141
4413;Produto 4413;Descrição detalhada do Produto 4413;435.4;115
4414;Produto 4414;Descrição detalhada do Produto 4414;97.88;137
4415;Produto 4415;Descrição detalhada do Produto 4415;1301.77;399
4416;Produto 4416;Descrição detalhada do Produto 4416;684.1;184
4417;Produto 4417;Descrição detalhada do Produto 4417;1379.38;191
4418;Produto 4418;Descrição detalhada do Produto 4418;1024.72;230
4419;Produto 4419;Descrição detalhada do Produto 4419;1263.28;445
4420;Produto 4420;Descrição detalhada do Produto 4420;378.9;324
4421;Produto 4421;Descrição detalhada do Produto 4421;417.15;243
4422;Produto 4422;Descrição detalhada do Produto 4422;1240.67;115
4423;Produto 4423;Descrição detalhada do Produto 4423;483.45;467
4424;Produto 4424;Descrição detalhada do Produto 4424;408.54;256
4425;Produto 4425;Descrição detalhada do Produto 4425;13.76;138
4426;Produto 4426;Descrição detalhada do Produto 4426;626.28;495
4427;Produto 4427;Descrição detalhada do Produto 4427;625.77;306
4428;Produto 4428;Descrição detalhada do Produto 4428;576.18;460
4429;Produto 4429;Descrição detalhada do Produto 4429;384.99;116
4430;Produto 4430;Descrição detalhada do Produto 4430;756.03;242
4431;Produto 4431;Descrição detalhada do Produto 4431;933.53;247
4432;Produto 4432;Descrição detalhada do Produto 4432;420.55;215
4433;Produto 4433;Descrição detalhada do Produto 4433;485.97;198
4434;Produto 4434;Descrição detalhada do Produto 4434;1193.37;184
4435;Produto 4435;Descrição detalhada do Produto 4435;698.63;284
4436;Produto 4436;Descrição detalhada do Produto 4436;35.27;425
4437;Produto 4437;Descrição detalhada do Produto 4437;219.04;380
4438;Produto 4438;Descrição detalhada do Produto 4438;308.45;375
4439;Produto 4439;Descrição detalhada do Produto 4439;1003.28;380
4440;Produto 4440;Descrição detalhada do Produto 4440;1460.52;151
4441;Produto 4441;Descrição detalhada do Produto 4441;328.32;494
4442;Produto 4442;Descrição detalhada do Produto 4442;916.27;58
4443;Produto 4443;Descrição detalhada do Produto 4443;1462.98;458
4444;Produto 4444;Descrição detalhada do Produto 4444;1019.37;185
4445;Produto 4445;Descrição detalhada do Produto 4445;704.75;450
4446;Produto 4446;Descrição detalhada do Produto 4446;512.01;453
4447;Produto 4447;Descrição detalhada do Produto 4447;65.28;86
4448;Produto 4448;Descrição detalhada do Produto 4448;1043.22;263
4449;Produto 4449;Descrição detalhada do Produto 4449;1001.51;492
4450;Produto 4450;Descrição detalhada do Produto 4450;1160.39;198
4451;Produto 4451;Descrição detalhada do Produto 4451;900.41;236
4452;Produto 4452;Descrição detalhada do Produto 4452;1327.26;164
4453;Produto 4453;Descrição detalhada do Produto 4453;201.67;404
4454;Produto 4454;Descrição detalhada do Produto 4454;552.39;3
4455;Produto 4455;Descrição detalhada do Produto 4455;1426.19;76
4456;Produto 4456;Descrição detalhada do Produto 4456;807.09;351
4457;Produto 4457;Descrição detalhada do Produto 4457;187.17;193
4458;Produto 4458;Descrição detalhada do Produto 4458;698.57;463
4459;Produto 4459;Descrição detalhada do Produto 4459;1462.57;447
4460;Produto 4460;Descrição detalhada do Produto 4460;1328.09;446
4461;Produto 4461;Descrição detalhada do Produto 4461;1091.23;318
4462;Produto 4462;Descrição detalhada do Produto 4462;252.27;70
4463;Produto 4463;Descrição detalhada do Produto 4463;1108.61;435
4464;Produto 4464;Descrição detalhada do Produto 4464;1289.65;406
4465;Produto 4465;Descrição detalhada do Produto 4465;1051.65;25
4466;Produto 4466;Descrição detalhada do Produto 4466;569.15;161
4467;Produto 4467;Descrição detalhada do Produto 4467;160.72;450
4468;Produto 4468;Descrição detalhada do Produto 4468;664.23;305
4469;Produto 4469;Descrição detalhada do Produto 4469;1317.13;112
4470;Produto 4470;Descrição detalhada do Produto 4470;685.44;176
4471;Produto 4471;Descrição detalhada do Produto 4471;624.08;408
4472;Produto 4472;Descrição detalhada do Produto 4472;854.53;129
4473;Produto 4473;Descrição detalhada do Produto 4473;155.48;297
4474;Produto 4474;Descrição detalhada do Produto 4474;1480.35;392
4475;Produto 4475;Descrição detalhada do Produto 4475;228.42;414
4476;Produto 4476;Descrição detalhada do Produto 4476;153.5;231
4477;Produto 4477;Descrição detalhada do Produto 4477;1311.35;100
